URL;LABEL
http://domesticfuel.com/2014/05/02/oregon-institute-of-technology-goes-all-renewable/;Nature_Environment
http://peakoil.com/generalideas/peak-oil-theory-runs-out-of-gas;Nature_Environment
http://theenergycollective.com/maxbaumhefner/375541/charge-ahead-initiative-passes-another-key-vote;Nature_Environment
http://dailykos.com/story/2014/05/02/1296329/--The-Fracking-Prostitutes-of-American-Colleges-part-2;Nature_Environment
http://theenergycollective.com/todayinenergy/374141/projected-co2-emissions-vary-coal-and-nuclear-power-plant-retirements;Nature_Environment
http://agwired.com/2014/05/02/usda-releases-2012-ag-census-results/;Nature_Environment
http://consumerist.com/2014/05/02/feds-creating-gasoline-reserve-to-prepare-against-future-shortages-after-storms/;Nature_Environment
http://inhabitat.feedsportal.com/c/34923/f/648037/s/39ffa001/sc/36/l/0Linhabitat0N0Chow0Eto0Echoosing0Eeco0Elaundry0Eproducts0C/story01.htm;Nature_Environment
http://cleantechnica.com/2014/05/02/what-happens-when-washington-state-attempts-major-climate-action/;Nature_Environment
http://solarequipmentworld.com/the-future-is-now-start-using-solar-energy-to-power-your-home-5/;Nature_Environment
http://www.bio-medicine.org/biology-news-1/Barcelona-Declaration-2008-3A-Challenges-and-Pathways-to-Earth-Sustainability-5268-2/;Nature_Environment
http://cleantechnica.com/2014/05/01/fossil-fuel-subsidies-cost-2-trillion-according-imf/;Nature_Environment
http://feedproxy.google.com/~r/GizmagEmergingTechnologyMagazine/~3/9IOzhG_nTqI/;Nature_Environment
http://theenergycollective.com/simonlomax/375546/colorado-anti-fracking-activism-game-millionaires-and-billionaires-tom-steyer;Nature_Environment
http://dailykos.com/story/2014/05/02/1296405/-Vatican-hosts-sustainability-conference;Nature_Environment
http://dailykos.com/story/2014/05/02/1296401/-Looking-For-Fukushima-Radionuclides-in-Fish-Caught-of-the-West-Coast-of-Canada;Nature_Environment
http://www.huffingtonpost.com/anna-jane-joyner/an-open-letter-to-my-dadd_b_5254040.html;Nature_Environment
http://theenergycollective.com/jared-anderson/374311/us-energy-renaissance-brings-important-foreign-policy-choices;Nature_Environment
http://domesticfuel.com/2014/05/02/strata-solar-completes-nine-solar-projects-in-nc/;Nature_Environment
http://www.huffingtonpost.com/tim-profeta/the-climate-post-cross-st_b_5253051.html;Nature_Environment
http://inhabitat.feedsportal.com/c/34923/f/648037/s/39fdcc3e/sc/4/l/0Linhabitat0N0Cfrances0E20A150Eworld0Eexpo0Epavilion0Echallenges0Eworld0Ehunger0Ewith0Ea0Efarm0Eto0Etable0Edesign0C/story01.htm;Nature_Environment
http://feeds.latimes.com/~r/latimes/news/science/environment/~3/O9N2PnFYf7U/la-me-0502-toxics-resignation-20140502,0,984144.story;Nature_Environment
http://www.bio-medicine.org/biology-news-1/The-first-decade-3A-Team-reports-on-US-trials-of-bioenergy-grasses-32875-2/;Nature_Environment
http://www.bio-medicine.org/biology-news-1/1-3-of-reef-building-corals-face-extinction-3994-1/;Nature_Environment
http://feedproxy.google.com/~r/GizmagEmergingTechnologyMagazine/~3/4We43ZM8sTQ/;Nature_Environment
http://www.huffingtonpost.com/mary-ellen-harte/climate-change-this-week_b_5251381.html;Nature_Environment
http://yes2renewables.org/2014/05/02/when-will-australians-finally-stop-wasting-our-energy/;Nature_Environment
http://www.bio-medicine.org/biology-news-1/Great-potential-to-improve-collection--recycling-of-Europes-electronic-waste--says-UN-report-1234-2/;Nature_Environment
http://www.bio-medicine.org/biology-news-1/Nature-paper-calls-for-carbon-labeling-18494-1/;Nature_Environment
http://theluxuryhub.com/meet-%e2%80%98marvin-the-martian%e2%80%99-a-brand-new-eco-sustainable-catamaran-boat/;Nature_Environment
http://cleantechnica.com/2014/04/17/britons-prefer-onshore-wind-farm-fracking/;Nature_Environment
http://solarequipmentworld.com/solar-energy-advice-you-can-start-using-today-7/;Nature_Environment
http://solarequipmentworld.com/tips-on-how-to-use-solar-energy-4/;Nature_Environment
http://www.dailykos.com/story/2014/04/15/1292264/-Choose-Wisely;Nature_Environment
http://www.huffingtonpost.com/allen-hershkowitz/a-new-global-vision-for-t_b_5502967.html;Nature_Environment
http://www.greendatacenternews.org/articles/share/730230/;Nature_Environment
http://www.bio-medicine.org/biology-news-1/Increase-in-the-use-of-biofuels-the-most-cost-effective-way-for-Finland-to-achieve-the-goals-of-the-EUs-2030-Climate-and-Energy-Package-36298-1/;Nature_Environment
http://www.bio-medicine.org/biology-news-1/Fuel-cells-utilised-to-produce-electricity-from-process-industry-by-product-hydrogen-36299-1/;Nature_Environment
http://www.huffingtonpost.com/michael-shank/why-americans-are-ready-t_b_5503570.html;Nature_Environment
http://www.triplepundit.com/2014/03/chipotle-identifies-climate-change-risk/;Nature_Environment
http://blog.gmfus.org/2014/03/12/taking-the-energy-gamble/;Nature_Environment
http://www.huffingtonpost.com/carol-pierson-holding/natural-gas-no-fit-for-ge_b_4965248.html;Nature_Environment
http://solarequipmentworld.com/what-you-need-to-know-about-solar-energy-5/;Nature_Environment
http://solarequipmentworld.com/top-tips-for-harnessing-the-power-of-the-sun-in-your-home-or-business-5/;Nature_Environment
http://solarequipmentworld.com/tips-on-how-you-can-get-the-most-out-of-green-energy-11/;Nature_Environment
http://theenergycollective.com/node/353511;Nature_Environment
http://www.washingtonpost.com/blogs/capital-weather-gang/wp/2014/03/14/a-white-st-patricks-day-sunday-night-to-monday-snow-potential-is-promising-amounts-uncertain/;Nature_Environment
http://www.bio-medicine.org/biology-news-1/Fertilizer-use-responsible-for-increase-in-nitrous-oxide-in-atmosphere-24350-3/;Nature_Environment
http://blogs.wsj.com/moneybeat/2014/03/14/water-water-everywhere/;Nature_Environment
http://dailykos.com/story/2014/03/14/1284790/-1-000-homes-at-Fort-Dix-New-Jersey-get-solar-roofs-with-Mosaic-crowdfunding;Nature_Environment
http://solarequipmentworld.com/harness-the-power-of-green-in-your-home-8/;Nature_Environment
http://theenergycollective.com/node/353381;Nature_Environment
http://cleantechnica.com/2014/03/14/new-epa-rule-for-fugitive-emissions-from-oil-and-natural-gas/;Nature_Environment
http://domesticfuel.com/2014/03/14/epa-add-up-for-rfs-biodiesel-tax-credit/;Nature_Environment
http://gigaom.com/2014/03/14/facebook-open-sources-data-center-efficiency-code/;Nature_Environment
http://solarequipmentworld.com/how-expensive-is-it-to-maintain-a-wind-power-plant/;Nature_Environment
http://theenergycollective.com/robertrapier/353511/why-biofuels-tend-be-costly;Nature_Environment
http://fuelfix.com/blog/2014/03/14/ups-delivers-a-boost-to-propane-as-vehicle-fuel/;Nature_Environment
http://feeds.gawker.com/~r/gizmodo/full/~3/_VJ9mmOQROA/a-quick-guide-to-sounding-smart-when-you-talk-about-ene-1543416255;Nature_Environment
http://www.huffingtonpost.com/mary-ellen-harte/climate-change-this-week_b_4962397.html;Nature_Environment
http://theenergycollective.com/nrdcswitchboard/352971/waste-jobs-growing-californias-economy-through-recycling;Nature_Environment
http://feeds.gawker.com/~r/gizmodo/full/~3/imwpyKvLUx4/this-cheap-recyclable-passive-house-assembles-like-leg-1543276822;Nature_Environment
http://inhabitat.feedsportal.com/c/34923/f/648037/s/3823d7cc/sc/4/l/0Linhabitat0N0Cmenomenopiu0Eproposes0Efuturistic0Ewind0Epowered0Ecity0Ecultural0Ecenter0Ein0Etaichung0C/story01.htm;Nature_Environment
http://inhabitat.feedsportal.com/c/34923/f/648037/s/38225796/sc/39/l/0Linhabitat0N0Cnine0Echinese0Ecities0Emore0Epolluted0Ethan0Ebeijing0C/story01.htm;Nature_Environment
http://www.bio-medicine.org/biology-news-1/John-P--Holdren-addresses-climate-change--stressing-need-for-international-cooperation-15601-1/;Nature_Environment
http://dailykos.com/story/2014/03/09/1283430/-Sunday-Train-Cap-Trade-Funds-should-help-finance-the-California-HSR;Nature_Environment
http://feeds.gawker.com/~r/gizmodo/full/~3/gFMUW3FET44/the-worlds-oldest-underground-fire-has-been-burning-fo-1539049759;Nature_Environment
http://solarequipmentworld.com/check-out-these-simple-green-energy-tips-10/;Nature_Environment
http://solarequipmentworld.com/living-a-more-natural-existence-for-your-health-12/;Nature_Environment
http://www.huffingtonpost.com/marcia-g-yerman/safe-climate-caucus-pumps_b_4927066.html;Nature_Environment
http://www.greencarcongress.com/2014/03/20140310-lcfs.html;Nature_Environment
http://dailykos.com/story/2014/03/14/1284737/-Sen-Ron-Johnson-Kochsplains-Climate-change-Keystone;Nature_Environment
http://solarequipmentworld.com/become-educated-about-solar-energy-here-5/;Nature_Environment
http://solarequipmentworld.com/dispatching-your-solar-power-system-energy-matters/;Nature_Environment
http://www.bio-medicine.org/biology-news-1/For-corals-adapting-to-climate-change--its-survival-of-the-fattest----and-most-flexible-36704-3/;Nature_Environment
http://dailykos.com/story/2014/07/09/1312411/-The-Real-Danger-from-Fracking-related-drilling-methods-It-s-Groundwater-Contamination-Stupid;Nature_Environment
http://www.greencarcongress.com/2014/07/20140709-amyris.html;Nature_Environment
http://bigthink.com/big-think-edge/ensure-sustainability;Nature_Environment
http://theenergycollective.com/nrdcswitchboard/410936/more-steps-forward-climate-protection;Nature_Environment
http://cenblog.org/the-chemical-notebook/2011/05/dow-promoting-incineration/;Nature_Environment
